intervention_id,conversation_id,intervention_type,variant,shown_at
i_5cc5d3471300,c_c936455076e4,both,A,2026-08-18 11:25:43
i_a95f5420b697,c_7faf2df47196,resource_card,A,2026-08-18 11:31:19
i_57fb025a8390,c_2679c2021895,both,B,2026-08-18 11:31:59
i_5ccd0c0e5716,c_e240852b4d80,both,A,2026-08-18 11:37:33
i_21f64539c43d,c_bd839a689800,resource_card,A,2026-08-18 11:38:08
i_89b317d59795,c_534cb66ced05,both,B,2026-08-18 11:42:21
i_3df04edfc640,c_37fae9358336,both,A,2026-08-18 11:47:06
i_24946b114a86,c_5d172b0f386d,resource_card,B,2026-08-18 11:56:34
i_eee0d3b627ae,c_84bf5f815e59,resource_card,B,2026-08-18 11:58:36
i_becf5a3af6d7,c_4c0aa1007822,both,A,2026-08-18 12:05:00
i_efec7356f5e0,c_095739cca486,both,A,2026-08-18 12:05:46
i_1d26133df907,c_33e19fed6289,resource_card,B,2026-08-18 12:06:15
i_0ce9905ce5a7,c_e865c9dbef8a,resource_card,A,2026-08-18 12:07:06
i_415f3cd87783,c_0364f21c7042,both,A,2026-08-18 12:08:03
i_9a50856ee5f3,c_b4f9501441e2,both,A,2026-08-18 12:10:55
i_544a32b04fd7,c_e01ce8c3a7d7,resource_card,B,2026-08-18 12:14:36
i_1531491050b4,c_dc74408b0dbe,both,A,2026-08-18 12:18:46
i_4208072248cf,c_fd41ab640cf5,resource_card,B,2026-08-18 12:20:06
i_e95943feb32b,c_0d3d0acc2c15,resource_card,B,2026-08-18 12:22:12
i_ce9dfecf82cc,c_deeccf045653,resource_card,B,2026-08-18 12:25:49
i_da3f5206f2f6,c_87e98c4872ad,both,B,2026-08-18 12:28:42
i_2e82d644c815,c_2e53e1ebb1c7,both,B,2026-08-18 12:32:38
i_578286585fc9,c_3631fdfcdb9b,resource_card,B,2026-08-18 12:40:18
i_9fb53f564474,c_772b3dc4ee50,resource_card,A,2026-08-18 12:48:45
i_7921ce937e6e,c_2277388f025f,both,B,2026-08-18 12:58:00
i_a6a1a1ac37d8,c_dd824da733c4,both,A,2026-08-18 13:02:53
i_a541dea27ef1,c_5b2ced34bc05,both,B,2026-08-18 13:05:25
i_74849a5edfc8,c_2232a50ae0b6,resource_card,A,2026-08-18 13:21:52
i_cf2a9f5b6b17,c_f5ffe1700a63,both,B,2026-08-18 13:24:18
i_61277dc06590,c_7e033dceb34b,resource_card,B,2026-08-18 13:29:15
i_43169b23fd76,c_03ce4d92d3ed,both,B,2026-08-18 13:29:56
i_376724d0f603,c_12a1c971062c,resource_card,A,2026-08-18 13:36:00
i_4c192fdf3147,c_99476911a58f,resource_card,B,2026-08-18 13:47:27
i_ac75d9e348dc,c_54f617c33371,both,B,2026-08-18 13:52:14
i_2aae753e6d96,c_69fd46643c46,both,A,2026-08-18 13:54:12
i_5c7f79253fba,c_8d075db65d7e,both,A,2026-08-18 14:05:38
i_02dfa008c6ab,c_bea677a22599,resource_card,B,2026-08-18 14:09:17
i_db5b164599e2,c_bc8d6320269f,resource_card,B,2026-08-18 14:11:26
i_0fc6a6111394,c_b671cbdf7920,both,A,2026-08-18 14:11:40
i_1afcf13df250,c_b29409251c0d,both,B,2026-08-18 14:16:44
i_7d16cdf6ea5e,c_1035c3554b11,resource_card,B,2026-08-18 14:26:05
i_0c3d31e9150c,c_449edc0019a0,both,A,2026-08-18 14:28:25
i_521c57f0b5e3,c_f1f4354e8b52,resource_card,A,2026-08-18 14:33:52
i_8c37c697391c,c_e0413f093d74,resource_card,A,2026-08-18 14:37:38
i_417a8d233343,c_bd090e49f8a4,resource_card,A,2026-08-18 14:42:46
i_8f866d3d04fe,c_84cb7c73d495,both,B,2026-08-18 14:48:01
i_4f6c85424ffb,c_409e49fd46a8,resource_card,A,2026-08-18 15:00:13
i_971469162b9a,c_9ca6d237ef5a,both,A,2026-08-18 15:06:52
i_0d8c2d984f0b,c_c14f93c98b37,resource_card,B,2026-08-18 15:25:21
i_707fa3f2787b,c_f5197f4f667e,both,A,2026-08-18 15:26:13
i_2a59093bb78d,c_3a6df574e643,both,B,2026-08-18 15:41:12
i_ea49c76e1bbe,c_a33707e6d589,resource_card,B,2026-08-18 15:45:17
i_18706aa58f3c,c_bb6b6002f484,resource_card,A,2026-08-18 15:58:56
i_dce325491c9a,c_6e879e8f3fad,both,B,2026-08-18 16:01:57
i_32a568d307b5,c_32459409612e,resource_card,A,2026-08-18 16:09:56
i_d0fddf45170a,c_ebcb09e065a4,resource_card,A,2026-08-18 16:15:42
i_45a126893649,c_27b2f3621d00,resource_card,A,2026-08-18 16:20:40
i_e70aac37df30,c_032c577ec51c,resource_card,A,2026-08-18 16:21:58
i_54a9818cffda,c_545c06ccecb5,resource_card,B,2026-08-18 16:22:36
i_b8d08d01da53,c_dfee5b884f07,both,B,2026-08-18 16:25:52
i_fa02db08ecaa,c_2cc9ad299a2d,both,B,2026-08-18 16:32:13
i_7ba189788093,c_1e353e4abc14,both,A,2026-08-18 16:34:55
i_599ab4826328,c_fc6754bea18e,resource_card,A,2026-08-18 16:44:51
i_9c1afaa4ccc5,c_5261a39adc21,resource_card,B,2026-08-18 16:50:58
i_66dac0c9b958,c_9317043b46e1,resource_card,B,2026-08-18 16:57:26
i_b67ce3a2d64e,c_053f28d4697c,both,A,2026-08-18 17:13:57
i_ba2121feefa7,c_74216ff4256b,both,B,2026-08-18 17:15:28
i_807350784baf,c_c0c3b226b2b5,resource_card,B,2026-08-18 17:16:42
i_0b3cfc398be6,c_764a11994845,both,B,2026-08-18 17:29:42
i_806093ba5025,c_7173e61feeca,both,A,2026-08-18 17:30:46
i_fbc230702937,c_23e5927b30b0,resource_card,A,2026-08-18 17:35:56
i_adcad71f996f,c_fb1851df5ce6,both,A,2026-08-18 17:36:17
i_c89f7c42127e,c_c1ab8789381e,resource_card,A,2026-08-18 17:37:52
i_46ebe704ef7b,c_603b3e5e4eef,both,B,2026-08-18 17:38:39
i_df2bb1e77f4c,c_482326ccf8fe,resource_card,A,2026-08-18 17:44:45
i_de3ac5ca77e9,c_739d0885aa44,both,A,2026-08-18 17:48:46
i_546c7834d5f2,c_85ad6ee4c3a8,resource_card,A,2026-08-18 17:50:13
i_4dfc55b75fdb,c_d6ee7d469675,resource_card,B,2026-08-18 17:51:06
i_7c6aeb85fe37,c_0e2566e8cc5f,both,B,2026-08-18 18:02:22
i_37630302fd9b,c_176158833ddf,resource_card,B,2026-08-18 18:07:41
i_cabe35929c38,c_ff1edfb9cee2,resource_card,A,2026-08-18 18:11:20
i_0a61369d3a25,c_16a4cc75eb54,both,A,2026-08-18 18:11:26
i_60e9d8e8d7ea,c_5f3cf36985c9,both,B,2026-08-18 18:20:42
i_c50c403bd318,c_8d02af147389,resource_card,B,2026-08-18 18:24:06
i_95ceab1c40d5,c_9989dd877e00,both,A,2026-08-18 18:24:50
i_8102e4d44639,c_bc935a827d28,both,A,2026-08-18 18:33:03
i_5c28e4f0631f,c_4d206a763476,both,A,2026-08-18 18:35:28
i_7f0d87674c21,c_c132baca7a13,resource_card,B,2026-08-18 18:36:44
i_926bc59edf7d,c_362d28785245,both,B,2026-08-18 18:43:55
i_b1fb5fbc62d1,c_f79b15263ddd,both,B,2026-08-18 18:57:49
i_d1851f0996f1,c_891bd2f92ce6,resource_card,A,2026-08-18 18:58:18
i_cef0407bffd9,c_905280e68da3,both,B,2026-08-18 19:01:02
i_432ac9937307,c_8fcae5584d36,resource_card,A,2026-08-18 19:14:42
i_e85ef4cab138,c_ced306ef8a6c,resource_card,A,2026-08-18 19:15:12
i_910f5c5307cc,c_ee7ba64b1629,resource_card,B,2026-08-18 19:17:29
i_40d3a19a0998,c_2a987721671d,resource_card,B,2026-08-18 19:24:12
i_5ec8edde42fe,c_65c0b8d604f2,resource_card,A,2026-08-18 19:26:55
i_6be374fa5b56,c_fa0d2f14b8c7,resource_card,B,2026-08-18 19:30:38
i_a5722d82e3c7,c_d3e2bc13a785,resource_card,B,2026-08-18 19:31:41
i_49f2dfb847eb,c_2b1c2d683ec4,both,A,2026-08-18 19:33:39
i_168d86762f51,c_26e8c2538ece,both,A,2026-08-18 19:40:00
i_fdbae290c0f8,c_1e1cf55f14a5,resource_card,B,2026-08-18 19:44:15
i_26570a0e8b39,c_5622985baac7,resource_card,B,2026-08-18 19:49:07
i_2482a97b97b3,c_0d5cca0a3243,resource_card,B,2026-08-18 20:00:44
i_73b51f83bc5e,c_9373e123a275,resource_card,B,2026-08-18 20:02:28
i_41406d7debc6,c_6d9b2f3dd6e2,resource_card,A,2026-08-18 20:03:47
i_bfe7a7a77caa,c_8742c010a8e2,both,A,2026-08-18 20:06:05
i_6f75e5329c65,c_b5e7628f18ff,both,B,2026-08-18 20:06:44
i_315214005c0e,c_c07ae02873b3,resource_card,B,2026-08-18 20:12:15
i_969458b3d60d,c_c11d5ef18de2,resource_card,A,2026-08-18 20:12:32
i_19608ec685c4,c_95fc17a76bbc,both,A,2026-08-18 20:21:33
i_9f03974cf310,c_b68cedf6b252,resource_card,A,2026-08-18 20:23:32
i_f2228dae253d,c_aec716e96ce8,both,A,2026-08-18 20:25:00
i_6b515c970691,c_f8a3ddfcaa0f,resource_card,B,2026-08-18 20:25:02
i_958e0a0856b1,c_2a79c4b1eb74,both,A,2026-08-18 20:25:41
i_f73706649108,c_61d772386421,resource_card,B,2026-08-18 20:26:25
i_bb7be12804cc,c_ca3e050dc4e0,both,A,2026-08-18 20:34:52
i_8323890d8934,c_493bc33e8e60,resource_card,A,2026-08-18 20:38:39
i_95afd63d7dbe,c_cfaa55dd91f0,both,A,2026-08-18 20:39:03
i_ea2a9d8e0157,c_cbc809132700,resource_card,A,2026-08-18 20:44:35
i_4150db785b1e,c_2a2c84ba588c,resource_card,A,2026-08-18 20:46:18
i_7cf2edca54d4,c_9a735d82efc4,both,A,2026-08-18 20:46:46
i_1e7c3550c755,c_afea1232d8b5,both,B,2026-08-18 20:48:06
i_a46d6eca80f9,c_43d96094d487,both,B,2026-08-18 20:48:40
i_2261bd22e84f,c_a0b694fa741f,both,B,2026-08-18 20:51:18
i_1476bbe08902,c_7d5dd232b636,both,A,2026-08-18 20:54:56
i_fc4c28634fa5,c_cb550061a2e5,both,B,2026-08-18 20:58:12
i_79d12beb2234,c_00baa37aa029,resource_card,B,2026-08-18 21:07:08
i_9dc41d06231c,c_9b42a6a775d2,both,A,2026-08-18 21:12:54
i_b6f5f349affc,c_99112b045648,resource_card,A,2026-08-18 21:14:21
i_a831355453a4,c_eaa85ac58e00,resource_card,A,2026-08-18 21:16:52
i_8a2c90dcd6a3,c_e960700dbc53,both,B,2026-08-18 21:18:17
i_1c28ca50629b,c_d52948dbed14,both,A,2026-08-18 21:19:51
i_2daac6c1c6d8,c_dd96fd6b2b52,both,A,2026-08-18 21:21:22
i_fc64d6c957d3,c_f4036c6621b9,both,B,2026-08-18 21:22:45
i_dce69fc95682,c_aeed24135e74,both,A,2026-08-18 21:23:55
i_21a527a0c4b3,c_d41fa890c694,resource_card,A,2026-08-18 21:25:53
i_784d900de7d2,c_65787bc030bb,both,B,2026-08-18 21:39:13
i_333cf0fe4ef8,c_92d4461c7bd7,both,B,2026-08-18 21:52:09
i_54f580e7ea54,c_76ac5a3f3e25,resource_card,B,2026-08-18 21:53:41
i_3bc676417ecc,c_dcc74dac89ab,resource_card,B,2026-08-18 21:59:59
i_a132a849d22a,c_dee84403f91d,both,B,2026-08-18 22:07:28
i_ba4b74e08e73,c_14e1a3e15457,both,B,2026-08-18 22:10:17
i_f64e03b15a37,c_5c9c8160a179,resource_card,B,2026-08-18 22:13:49
i_11a1b8b1bfb4,c_2cf1e5b95cfc,both,A,2026-08-18 22:20:15
i_8494ad11ab84,c_b54c6a899845,resource_card,B,2026-08-18 22:22:10
i_026e59878b1d,c_e00a35545fd5,resource_card,B,2026-08-18 22:27:00
i_b678f2445ff3,c_e38ec09d30d4,resource_card,A,2026-08-18 22:31:49
i_800601ac1135,c_85f95e8d6726,resource_card,A,2026-08-18 22:32:25
i_835a27f8de9a,c_99ccd8dfaf89,both,B,2026-08-18 22:44:24
i_8d32fe2f7de9,c_e977fa129523,resource_card,B,2026-08-18 22:50:04
i_00decf4b39d5,c_3e85c893e027,both,B,2026-08-18 23:04:12
i_cf6852415efa,c_d87e2a119b60,both,A,2026-08-18 23:10:14
i_36d37386603b,c_8ab5fe3f6938,both,A,2026-08-18 23:10:40
i_e57a03fb7d80,c_165ab169cc5b,both,B,2026-08-18 23:29:09
i_556e33bd9932,c_e73be704a945,both,B,2026-08-18 23:30:27
i_937a9f8d64b8,c_0133aef325ea,both,A,2026-08-18 23:31:30
i_b6f8c3bfca93,c_6cb752e083ac,both,A,2026-08-18 23:37:43
i_1133954eb387,c_e8c5cac96131,both,B,2026-08-18 23:37:55
i_f0e7a3b773dc,c_5e136be853f2,both,A,2026-08-19 00:20:58
i_ea2d8a767f45,c_a4044adf27b7,resource_card,B,2026-08-19 00:37:26
i_928f963aca4f,c_ee60f4269439,resource_card,B,2026-08-19 00:47:47
i_4c2e8021484e,c_0fc272092c50,resource_card,A,2026-08-19 00:50:19
i_1698cea39555,c_a612f70d5943,both,B,2026-08-19 00:53:51
i_1304d8b4a139,c_31602cbf14ef,resource_card,B,2026-08-19 01:18:36
i_51e8237e0a01,c_2ebce9d42e6a,both,A,2026-08-19 01:25:53
i_93f2fe9d151b,c_4d78b2ab9f47,both,B,2026-08-19 01:37:41
i_0fb6e7d6a674,c_eae82a9b9ad1,resource_card,B,2026-08-19 02:15:13
i_888a3ea0767f,c_8eacc97decb1,resource_card,B,2026-08-19 02:20:51
i_aec6c7e224c1,c_8074b9bbce91,both,B,2026-08-19 02:55:27
i_8b39a24391e9,c_eaeacf482db3,resource_card,B,2026-08-19 03:03:01
i_39d1edf73708,c_dc02db8cbe9c,both,A,2026-08-19 03:34:55
i_68b71a8f488a,c_aead5673d0c0,resource_card,A,2026-08-19 04:11:16
i_5c4baf29bbcd,c_59744018204b,both,B,2026-08-19 04:24:36
i_87fb55cc7448,c_8ab45e8a88a4,both,A,2026-08-19 04:41:49
i_c40fdd2afd43,c_86b230146a04,resource_card,A,2026-08-19 05:34:23
i_186c6e751fac,c_c4e833e12262,resource_card,A,2026-08-19 06:07:16
i_a54fc667d10b,c_15726fd7b3f0,resource_card,A,2026-08-19 06:08:12
i_17d691cb926b,c_de690b860bd6,resource_card,A,2026-08-19 06:34:52
i_438cd9aae628,c_2a4e811e680c,resource_card,A,2026-08-19 07:03:12
i_18f94751af68,c_26ff1bd77081,both,B,2026-08-19 07:36:29
i_576875fba648,c_dc6b93a17f09,both,B,2026-08-19 07:39:01
i_6282a2ddbf50,c_ae422497dc75,resource_card,B,2026-08-19 07:39:00
i_f6f103b4ac60,c_3ff53f9740be,both,A,2026-08-19 07:55:26
i_b0f4ddc6b070,c_3c614426d297,resource_card,B,2026-08-19 08:09:17
i_2b92d767fd37,c_c7b134589a7c,both,A,2026-08-19 08:10:46
i_37e0470576d9,c_956a941565f7,resource_card,B,2026-08-19 08:13:47
i_63df07d9b51a,c_f7f014e7d581,both,B,2026-08-19 08:17:33
i_f30b0155fdad,c_9ca07d58d217,both,B,2026-08-19 08:22:35
i_080730c772a6,c_47be6b0746f8,resource_card,A,2026-08-19 08:28:42
i_53d37062b4cb,c_fab762805f45,resource_card,B,2026-08-19 08:32:04
i_50821bf4600c,c_c5b5090cac73,resource_card,B,2026-08-19 08:38:15
i_5868fef4331b,c_317f807fccc8,both,A,2026-08-19 08:49:25
i_ad91f92c1593,c_d303c87c4341,resource_card,B,2026-08-19 08:49:33
i_f620b01210f5,c_8694a8678200,both,A,2026-08-19 08:49:51
i_11f3a575e251,c_f72c21d3ef1b,both,B,2026-08-19 09:12:54
i_86c100bd672d,c_291aa669af2f,resource_card,B,2026-08-19 09:15:10
i_4367c34ee72d,c_210fbc7588d6,resource_card,A,2026-08-19 09:21:50
i_5cdd44a80aaf,c_e6480e6c54ac,both,A,2026-08-19 09:26:20
i_c992239dca48,c_c8085b52c20f,resource_card,B,2026-08-19 09:43:36
i_654e5c06183a,c_67d22c755458,resource_card,A,2026-08-19 09:44:15
i_b19b156b1b28,c_331b71cebc87,resource_card,B,2026-08-19 09:49:30
i_c25c17224b46,c_22d70061b625,resource_card,B,2026-08-19 09:51:14
i_620e4789f163,c_7bd651fb292c,both,A,2026-08-19 09:53:10
i_3564b76181d5,c_9cd8e7d6c5ae,both,A,2026-08-19 09:56:04
i_6d20f836006e,c_07266dacb4f4,resource_card,A,2026-08-19 09:58:08
i_2ea940624155,c_472d39949c04,both,A,2026-08-19 09:58:11
i_c5236b5c6648,c_3bf6efe5b3fb,resource_card,B,2026-08-19 09:58:10
i_914c782f880c,c_7ad31650b96b,both,B,2026-08-19 10:02:14
i_18b2643b7bd9,c_91a2cf09c9ab,both,B,2026-08-19 10:09:40
i_231cdd04aa19,c_3ff7bd996c20,resource_card,A,2026-08-19 10:14:56
i_de73cc1dcf23,c_57e372372ad6,resource_card,A,2026-08-19 10:21:24
i_b41aee84cdaf,c_a8f2075481d3,resource_card,B,2026-08-19 10:28:20
i_cc002b38dadb,c_98b4cd7f9c54,resource_card,A,2026-08-19 10:36:27
i_c4e5a6519306,c_80ecc6c5d5e5,both,B,2026-08-19 10:36:53
i_e6ab9b8a6188,c_c6e01e4ca1d4,resource_card,A,2026-08-19 10:41:24
i_d271adf23b4c,c_85824a5319d7,both,B,2026-08-19 10:51:31
i_2e181175463b,c_f044d3ba3843,both,B,2026-08-19 10:57:19
i_3dc6a841fbaa,c_61a3f4e2bcc8,both,A,2026-08-19 11:03:48
i_d2e549de9794,c_5239fd264631,both,B,2026-08-19 11:08:46
i_5e06ff4c6a07,c_5fb2a477fc66,both,A,2026-08-19 11:14:53
i_a4bf64818d84,c_bff9d8e567a0,both,A,2026-08-19 11:15:36
i_4a35c7b923be,c_82ea0d5a145e,resource_card,A,2026-08-19 11:22:27
i_183bd9936499,c_310ba8678b4c,resource_card,A,2026-08-19 11:30:36
i_897c05b4532d,c_a77e319849ac,both,A,2026-08-19 11:31:44
i_e302eaf38ade,c_1c000ec127d9,both,B,2026-08-19 11:49:05
i_e06e172a5273,c_a74a6e5c621a,resource_card,A,2026-08-19 12:04:13
i_b3dccb6d4862,c_29bcdb9944ec,resource_card,A,2026-08-19 12:06:45
i_c524309f7c55,c_0d26ea5f2489,resource_card,B,2026-08-19 12:07:18
i_0b250bb414bf,c_fba066ddae98,resource_card,A,2026-08-19 12:10:00
i_3c3288cfc3e2,c_92866f83dd7e,both,A,2026-08-19 12:10:19
i_ccfaa3a5e70f,c_4ebb0fd39307,both,B,2026-08-19 12:25:54
i_f10557b338f9,c_f6deee6d74eb,both,B,2026-08-19 12:52:29
i_51c22e7f0b31,c_3cfe71e556d4,both,A,2026-08-19 13:00:05
i_01cdb896bb2c,c_efdf7180f46c,resource_card,A,2026-08-19 13:00:15
i_b177d084dd9a,c_4a0471b87b16,resource_card,A,2026-08-19 13:00:41
i_0d4809158bf6,c_cd01e79a1dc2,both,A,2026-08-19 13:03:48
i_8aa55ccead71,c_26ce7e59434a,both,A,2026-08-19 13:06:38
i_e74cd76f8542,c_e2cbcdda8375,resource_card,B,2026-08-19 13:09:03
i_8e76b17a8712,c_aa5a2ed30448,resource_card,A,2026-08-19 13:09:24
i_00d652769570,c_1fd3eacda602,both,A,2026-08-19 13:10:07
i_d246c51f2e00,c_0c3185443bc6,resource_card,A,2026-08-19 13:14:36
i_8b0e28a5a368,c_dea1583a1227,both,B,2026-08-19 13:20:24
i_c664bff1c408,c_3628a4855bb0,resource_card,A,2026-08-19 13:25:24
i_af838789e27f,c_ceffc42e8c21,resource_card,B,2026-08-19 13:30:21
i_1d8e36b6aac8,c_2494986fb77b,both,B,2026-08-19 13:33:26
i_56bd2a4022cf,c_539d6a7344f6,resource_card,A,2026-08-19 13:48:24
i_1ce4fb480e3b,c_ac7db8c4497c,both,A,2026-08-19 13:53:00
i_dacf0928fce3,c_05ee064680b2,resource_card,A,2026-08-19 13:57:28
i_490ff55b7c31,c_9954b73627a6,resource_card,A,2026-08-19 14:00:33
i_487cdc5af87d,c_638c93f2539a,both,A,2026-08-19 14:00:48
i_ab5937d42636,c_0aa887826742,both,A,2026-08-19 14:02:36
i_97088801cca8,c_16704a18e303,resource_card,B,2026-08-19 14:06:36
i_54d89c823342,c_e8611a4b224c,both,A,2026-08-19 14:09:31
i_dba216b9dcde,c_6f6872e7a20c,resource_card,A,2026-08-19 14:11:34
i_c48121ca0abb,c_b09ed3f775ae,resource_card,A,2026-08-19 14:13:56
i_31031b7273f9,c_809197049349,resource_card,B,2026-08-19 14:28:53
i_396e24a49d47,c_2fb3bb9e7e84,resource_card,A,2026-08-19 14:30:59
i_06e95deb1bde,c_32575132f33e,both,A,2026-08-19 14:39:09
i_0f482a6c0756,c_a12c0f07a2bd,both,B,2026-08-19 14:42:35
i_9cf007df2156,c_8677fe2374ed,both,B,2026-08-19 14:48:37
i_27929980e2d3,c_04ccb649b598,both,A,2026-08-19 14:52:07
i_e0dc6f85d7e2,c_288ed019f166,both,A,2026-08-19 14:54:04
i_72f3c0ac47fe,c_5e5bdb9c201a,both,A,2026-08-19 15:00:25
i_0b8adb8e2c7a,c_ba529475f024,both,A,2026-08-19 15:03:15
i_0a37ee664321,c_0525f6e65f41,resource_card,B,2026-08-19 15:15:32
i_881c1d95a4a9,c_ad0dacb01303,both,B,2026-08-19 15:26:30
i_4e1d960b7166,c_9b9846dda7ba,both,A,2026-08-19 15:26:48
i_430eb464d241,c_0b4250362699,both,B,2026-08-19 15:32:25
i_ea3c70677e5c,c_90f088cd2378,resource_card,A,2026-08-19 15:49:12
i_47e17c0cf9dd,c_e75a8502dc79,resource_card,B,2026-08-19 15:59:46
i_1f0b3839e158,c_74b5e489572e,both,A,2026-08-19 16:09:58
i_77b5a43259ed,c_b22f4f91b2cf,both,B,2026-08-19 16:14:48
i_5db25b938c81,c_97557cba3e8d,both,B,2026-08-19 16:16:55
i_5f92b60ea689,c_a94f5c225133,both,B,2026-08-19 16:21:33
i_9d0e8ec6d368,c_3acc0c6e207b,resource_card,B,2026-08-19 16:21:54
i_82be0ea4b588,c_9d32fbd86e9c,both,A,2026-08-19 16:35:56
i_89edce1f6989,c_d69631778c2d,resource_card,B,2026-08-19 16:42:50
i_8b543ffdfc24,c_0b94e43afacf,resource_card,B,2026-08-19 16:46:42
i_dad0be2736ea,c_0c011a603d05,both,B,2026-08-19 16:48:26
i_fb55455cd27f,c_7a5097ab2548,resource_card,A,2026-08-19 16:54:14
i_1edf1bdcffd0,c_bffae3b34c69,both,B,2026-08-19 16:55:45
i_e58a8af7df41,c_a6f50e197381,resource_card,B,2026-08-19 17:01:09
i_15ceb4448fed,c_121fe4761865,resource_card,B,2026-08-19 17:10:48
i_b3e737723bbf,c_d9f83c07edad,resource_card,B,2026-08-19 17:18:39
i_55c7e1673dae,c_f551fac4daa8,resource_card,A,2026-08-19 17:19:44
i_85cc580c44cb,c_be76f151a0ee,both,A,2026-08-19 17:23:08
i_0da05464810c,c_8740ca2e1a31,resource_card,B,2026-08-19 17:24:22
i_31cae97054a2,c_535c37a89e65,both,B,2026-08-19 17:28:14
i_82fcfbd39ffb,c_6f6ebdb97a0f,both,B,2026-08-19 17:44:51
i_16d53cde8df4,c_2e2355a7acfa,resource_card,A,2026-08-19 17:52:16
i_f8f55ce2b7dc,c_c0caaa046f52,both,A,2026-08-19 17:52:22
i_1e11698dea65,c_8cf50dd92b2b,both,B,2026-08-19 17:59:12
i_8d1ca4c2f88d,c_e12d074b0f0e,resource_card,A,2026-08-19 18:01:20
i_11759a2209e1,c_990a24722fea,both,A,2026-08-19 18:05:52
i_c485148b464d,c_33e809f1c872,resource_card,A,2026-08-19 18:10:55
i_877cbc96de4b,c_5490e7bcb50c,resource_card,A,2026-08-19 18:15:47
i_d5888974e856,c_cb73aca8e06f,both,B,2026-08-19 18:16:19
i_1d3f9207b90b,c_c8c13d6db29b,both,B,2026-08-19 18:22:16
i_fc517f2c587c,c_835d1bc3fd01,resource_card,B,2026-08-19 18:22:25
i_d9cf980c0e99,c_a8b9fcf3440d,resource_card,B,2026-08-19 18:23:21
i_4a917a682fe6,c_1b04dc213514,both,A,2026-08-19 18:25:06
i_e9d7665a0163,c_e846999711a0,both,A,2026-08-19 18:27:52
i_762e9b90db0a,c_66413937448a,resource_card,A,2026-08-19 18:32:17
i_dcdd4abfea2a,c_f74a661ccb1b,resource_card,B,2026-08-19 18:40:06
i_7bc312144093,c_4c340e38ce18,resource_card,A,2026-08-19 18:43:53
i_4d94a711037e,c_f19bd4fb5a2c,resource_card,A,2026-08-19 18:45:28
i_089cccd76edb,c_6754c19cf657,both,B,2026-08-19 18:46:29
i_4eeddce00a73,c_560dbe49e885,resource_card,B,2026-08-19 18:49:08
i_54d223bff6ef,c_c188ffab537f,both,B,2026-08-19 18:49:35
i_307756bce380,c_9ba1572c4683,both,B,2026-08-19 18:52:02
i_8076cf3d3a2a,c_9ecf18413a6a,resource_card,A,2026-08-19 18:55:55
i_964afdcc6c3c,c_e51f6f88cb1f,resource_card,B,2026-08-19 18:59:31
i_00ee7f397f61,c_5d3a18c39617,resource_card,B,2026-08-19 19:19:52
i_b5e457a4b0ba,c_fc8c2f48c9cc,resource_card,A,2026-08-19 19:22:56
i_b0663fd70581,c_04fc08b95f1e,resource_card,A,2026-08-19 19:24:00
i_6029fa94b98c,c_f76f2b20c3eb,both,B,2026-08-19 19:30:58
i_ff5e09b3e499,c_0dc6103ade5a,both,A,2026-08-19 19:32:08
i_e7e8ba57cd93,c_73ad3f167fc5,both,B,2026-08-19 19:35:19
i_5b51974e9db8,c_2fc1c5a7cf52,resource_card,A,2026-08-19 19:36:40
i_ccef3b61ae90,c_f2afdf34bfa2,both,A,2026-08-19 19:37:40
i_6ed1fed49f91,c_0677567b44cd,both,B,2026-08-19 19:41:12
i_b7eb19d8a9c3,c_8c9873ea9eb3,resource_card,B,2026-08-19 19:47:41
i_abc26b9f47ae,c_6ae37952bf40,resource_card,A,2026-08-19 19:49:06
i_b3373526f22c,c_56e36e06fee8,both,A,2026-08-19 19:52:08
i_33cf53cd139e,c_abee55ce037f,resource_card,B,2026-08-19 20:02:31
i_0fea0da6373a,c_dbe8c5c5ec2e,both,A,2026-08-19 20:04:08
i_074cf31b89cc,c_f56e7fd79817,both,B,2026-08-19 20:04:48
i_c741a95e94db,c_2c9e904f6ee3,resource_card,B,2026-08-19 20:06:46
i_70ba68df8eb3,c_10f49b83b116,resource_card,A,2026-08-19 20:13:45
i_19d9be80a8d6,c_294ec5694c60,resource_card,A,2026-08-19 20:15:23
i_7631d89e6835,c_bf8ac7056019,both,B,2026-08-19 20:18:05
i_6c74929ccc41,c_b2092142dec9,resource_card,B,2026-08-19 20:20:05
i_d7a614f5c244,c_ce7d5945375c,resource_card,A,2026-08-19 20:28:07
i_644cf4ae85dc,c_521cfd7ad805,both,B,2026-08-19 20:29:13
i_91f429a15a27,c_913e73194516,resource_card,A,2026-08-19 20:31:02
i_05aace24e029,c_652eeab8fa09,resource_card,B,2026-08-19 20:32:34
i_6d0f07f7486e,c_eb12b0cc0f62,resource_card,A,2026-08-19 20:33:24
i_72fcaea724c9,c_98e11148c49a,resource_card,A,2026-08-19 20:49:21
i_d19b55c62277,c_73d93f6a1f1f,resource_card,B,2026-08-19 20:58:27
i_b801451143ec,c_f3c85f90d471,both,B,2026-08-19 20:59:04
i_e11a52a64188,c_f9b816cddf33,resource_card,B,2026-08-19 21:07:58
i_e7706f8150f2,c_208a6628d037,resource_card,B,2026-08-19 21:10:15
i_40bd473d95c1,c_f0bdd7c5b035,both,B,2026-08-19 21:13:16
