conversation_id,returned_within_7d,followup_category,followup_severity,resource_link_clicked
c_6018264981d6,True,self_harm,1,False
c_1c9f75ed23f7,True,benign,0,False
c_484a0a61ac9e,True,sycophancy_concern,2,False
c_865ed1b13730,False,,,False
c_3afd7fb1d4c3,True,benign,0,False
c_958467849b53,False,,,False
c_99b348d36f47,False,,,False
c_934a25670cca,True,benign,0,False
c_2e4926f05562,True,self_harm,1,False
c_ea5a47abd69a,False,,,False
c_f4292cf63005,True,disordered_eating,1,False
c_ab3f72cdad25,True,benign,0,False
c_cacc16931c8f,True,emotional_dependence,2,False
c_62d43fc99ece,False,,,False
c_e7841b7f238b,True,benign,0,False
c_8db8406411b1,True,benign,0,False
c_3827adbfadd5,True,disordered_eating,1,False
c_6ed9907ee63c,True,benign,0,False
c_0a73534474ff,False,,,False
c_3e4cb77b08e2,True,disordered_eating,1,False
c_fa8372471334,True,self_harm,4,False
c_5613c9dfc733,False,,,False
c_88fc050d3e99,True,emotional_dependence,2,False
c_607b5910e545,False,,,True
c_8a6e3cd5ac2d,False,,,False
c_95f2c7d12f1e,True,self_harm,2,False
c_c29f9ce1f003,True,self_harm,2,False
c_39a2582f54fe,True,benign,0,False
c_dc36286805f2,True,benign,0,False
c_fdf5773bcfef,False,,,False
c_c626bf8d995e,False,,,False
c_9db33c4b7609,True,emotional_dependence,1,False
c_b8434e8e97db,False,,,False
c_6650abca335b,True,self_harm,2,True
c_940a221a9442,False,,,False
c_311df2564bc4,False,,,True
c_168ede7d926c,True,disordered_eating,2,False
c_3eec0871f933,False,,,True
c_746091cfdaeb,True,self_harm,2,False
c_eb0532766859,True,benign,0,False
c_b010c9efd652,True,emotional_dependence,2,False
c_ca757f0c7ab6,True,self_harm,1,False
c_14104828cee2,True,benign,0,False
c_2af20254e712,True,benign,0,False
c_0303da077480,True,disordered_eating,3,True
c_a1ef85bce9a4,True,benign,0,False
c_90b3779fe594,False,,,False
c_b365e2c8e95e,False,,,False
c_5f1dcc8e8db5,True,benign,0,False
c_2f0a1abefff6,True,suicide,2,False
c_29d2aad013ca,False,,,False
c_153fa730f2df,True,benign,0,False
c_a5445fd0108c,True,self_harm,1,False
c_10ee0b981510,False,,,False
c_61fc76e68d20,True,self_harm,2,True
c_7b7e9a3b2dbc,False,,,False
c_7af007421feb,True,self_harm,1,False
c_171ecc31361d,True,benign,0,False
c_b6ff26e1b55e,True,benign,0,False
c_47de0abcb64d,False,,,False
c_9f54d358e83b,False,,,False
c_0f0303b7de20,True,benign,0,False
c_e0e8bad23da1,False,,,False
c_867b4c4150f9,False,,,False
c_0b97b938ade6,False,,,False
c_19c9fede961f,True,self_harm,1,False
c_7217d6f6c9ed,False,,,False
c_de7fc08ea1a5,False,,,False
c_79420f2ba0fb,False,,,True
c_347f78ae3cd9,True,benign,0,False
c_b250edcee9d5,True,benign,0,False
c_b300ef72a8ec,True,benign,0,False
c_049bb9238bd5,True,benign,0,True
c_bdb0a736b570,False,,,False
c_223f1e9654bd,True,emotional_dependence,1,False
c_73ccbd1709c5,False,,,False
c_55572297ad70,True,self_harm,2,True
c_6c33551b83cd,True,emotional_dependence,2,False
c_3a0b0ab6b279,True,suicide,2,False
c_daa8655748d6,True,self_harm,2,False
c_b98403a753d8,True,emotional_dependence,1,True
c_a853ffcd6fba,False,,,False
c_14a4a63f3c54,True,self_harm,2,False
c_0cf16465ed94,True,disordered_eating,2,False
c_426c4c7188f0,True,benign,0,False
c_361d55a96579,False,,,False
c_3ea2d02d3257,True,sycophancy_concern,4,False
c_61fcbf653207,True,benign,0,False
c_7533660f7dd7,False,,,False
c_a622f556be0c,False,,,True
c_fb1f2c6421dd,True,self_harm,2,False
c_35ce6455d724,True,self_harm,1,False
c_b2d78d55bdde,False,,,False
c_b3e9ee7d5398,False,,,False
c_9815d6d785da,True,benign,0,False
c_a8015675dee9,False,,,False
c_f50c040e75f8,True,disordered_eating,1,False
c_dd97ec32d6a5,True,suicide,2,False
c_dbe632a5ceb6,False,,,True
c_55c12a88e85e,False,,,False
c_912d0a94ce79,False,,,False
c_b614db25203d,True,self_harm,1,False
c_5bae474ec5e8,False,,,False
c_451514a5d84f,True,suicide,1,True
c_61371db1aefc,False,,,False
c_0765822598c2,True,emotional_dependence,2,False
c_33f1de49d96c,False,,,False
c_4f5c323178b5,True,benign,0,False
c_541d38b8f086,False,,,False
c_ab9cd7850bc5,True,emotional_dependence,2,False
c_ec64f3b8374e,False,,,False
c_8b6f84f7825f,True,sycophancy_concern,3,True
c_d91dddc22afd,False,,,False
c_c468be7cba3e,True,benign,0,False
c_bf1542e3579b,True,suicide,2,False
c_b1049a0f8f3b,True,suicide,2,False
c_7021a16d4a56,True,benign,0,False
c_a69da63c99c6,True,benign,0,False
c_8aefd8f42dd9,True,emotional_dependence,1,False
c_f17cffda5507,True,emotional_dependence,1,False
c_8c3487e37a4a,True,suicide,2,False
c_74269a191634,True,benign,0,False
c_7e1537a5d905,False,,,False
c_e4cea7b31fd1,False,,,False
c_cf36e1323f79,False,,,False
c_786e3b37ef4b,False,,,True
c_bfc4909170e2,False,,,False
c_369e96d1995c,False,,,False
c_790126e3ed1e,True,disordered_eating,1,False
c_cd004a9ae723,False,,,False
c_2c59e57fbca0,True,benign,0,False
c_fe839f0fc36e,True,self_harm,1,False
c_9206a49c092b,True,self_harm,1,False
c_267fd55b6c6e,False,,,False
c_fc02d6537d37,False,,,False
c_456b623eb4aa,True,benign,0,False
c_7d100492ca79,False,,,False
c_d5e5edd835c9,True,emotional_dependence,1,True
c_c9c40e657bfe,True,self_harm,1,False
c_a45cc8c02d46,True,self_harm,2,False
c_d87ff6771271,False,,,True
c_c242a2c25532,True,benign,0,False
c_bf1ba2bd2dfb,True,benign,0,True
c_eb1ec73302e0,False,,,False
c_29e1db33be5e,True,benign,0,False
c_23fc0e083b0b,False,,,False
c_f661dfec108a,False,,,False
c_bc4cedd1ed04,True,benign,0,False
c_561b908808d3,True,benign,0,False
c_58b76089a79a,True,benign,0,False
c_cd6366ee13f3,True,self_harm,1,False
c_02241198f322,False,,,True
c_3b9199d10b32,True,self_harm,1,True
c_9f5e4c516434,False,,,False
c_ff7847e287b8,True,emotional_dependence,2,True
c_d2fe26fc5820,True,suicide,3,False
c_30b041ab8c15,False,,,False
c_fc7c42cb8c55,True,benign,0,False
c_b4609b3e2282,False,,,False
c_7b52affaac33,True,benign,0,False
c_3bd3fea7206b,False,,,False
c_0529e086d7a7,False,,,False
c_f94ae9689506,True,emotional_dependence,1,False
c_5854daed6976,True,benign,0,False
c_c63f972b6de5,True,self_harm,2,True
c_474aca10ed8c,True,emotional_dependence,3,False
c_ac084a7b9784,False,,,False
c_68745b2ed771,True,self_harm,1,False
c_54efaed28b75,True,self_harm,1,True
c_524ec5fef7a3,True,disordered_eating,2,True
c_fe2a970ad4ff,True,self_harm,2,False
c_25f7472000ce,False,,,False
c_715a2205de3d,True,emotional_dependence,2,False
c_ee027436f507,False,,,False
c_11e9e01dd414,True,disordered_eating,1,False
c_7b87309f8bcb,False,,,False
c_8b586bc892ce,True,benign,0,False
c_4389e58b3ee1,True,self_harm,2,True
c_b461155ccce3,False,,,False
c_bcf756f08448,True,emotional_dependence,2,False
c_be1547a892e7,False,,,False
c_c6e54119a522,False,,,False
c_4ab56735b293,True,self_harm,3,False
c_64f76e0b304c,True,self_harm,1,False
c_b3aa0d7bb9ab,True,suicide,3,False
c_b0bdbb07bcec,True,emotional_dependence,1,False
c_790ab271f384,False,,,False
c_58ba6fcc504f,True,disordered_eating,4,True
c_c3334d2e4fc8,True,sycophancy_concern,3,False
c_3be3c17aef5a,True,benign,0,False
c_935ed626e984,True,benign,0,False
c_814eef9288d7,False,,,False
c_a0755d954ee9,False,,,False
c_0ed0d334eac5,True,sycophancy_concern,4,False
c_e0637c938437,True,self_harm,1,True
c_6742c8d18adf,True,self_harm,1,False
c_7151bfd2fcad,True,sycophancy_concern,1,False
c_d2d4e35ecbc4,True,benign,0,False
c_cb26392878a7,True,disordered_eating,1,False
c_ba8dceea144c,True,benign,0,False
c_2a74d8804658,True,self_harm,1,False
c_d42c7c9ad673,False,,,False
c_e3b97a24a1e1,True,emotional_dependence,1,False
c_fa035d131421,False,,,False
c_c0f84601e305,True,disordered_eating,1,False
c_e14104e24d3d,True,self_harm,2,True
c_594c4cb5854c,True,emotional_dependence,1,False
c_c2b81ef9cce0,True,disordered_eating,1,False
c_458383628bd2,True,emotional_dependence,3,False
c_c325d479044c,True,disordered_eating,1,False
c_39554b8adbf3,True,benign,0,True
c_42550618765b,True,sycophancy_concern,1,False
c_3e4008d60cda,True,sycophancy_concern,2,False
c_3e71c87114d1,True,disordered_eating,1,True
c_5d01dbeaa4e3,True,emotional_dependence,3,False
c_52e2e703bf84,True,benign,0,False
c_42f777ea5740,True,sycophancy_concern,1,False
c_5d2e0eecfdde,True,suicide,2,False
c_38eb49c9fed7,False,,,False
c_bdb0bf089195,True,sycophancy_concern,1,False
c_4d66a9fdaca1,True,benign,0,False
c_304f55cee1aa,True,benign,0,False
c_6508cf0f0103,False,,,False
c_a5e47a4ceff7,False,,,False
c_24259ebef254,True,emotional_dependence,3,False
c_0d0534edd3e7,True,emotional_dependence,2,False
c_0eb0c74f2d08,True,self_harm,2,False
c_565b496cf025,True,benign,0,False
c_014df38601a8,False,,,False
c_b2d1e1b97275,False,,,False
c_29bb3fda679c,True,benign,0,False
c_6ee8458a0e5f,False,,,False
c_8a5334816657,True,emotional_dependence,2,True
c_aa8c7c9f1263,False,,,False
c_bff66b208d79,False,,,False
c_e793b5578cbf,True,benign,0,False
c_bdd72047250d,False,,,False
c_ba399a1b4200,True,self_harm,1,False
c_ba971ee7c902,False,,,False
c_886b312b0966,False,,,True
c_f0a944884c07,True,self_harm,1,False
c_1472aa76c519,False,,,False
c_3ca67b513e07,True,self_harm,2,False
c_c2f8523d054c,True,emotional_dependence,1,False
c_c19693e31d7e,True,suicide,3,False
c_5a5a64e69a3d,True,self_harm,1,False
c_4e0d7ef53447,True,benign,0,True
c_ec1ec7392f49,True,emotional_dependence,3,False
c_f52914eb5f15,True,disordered_eating,2,False
c_a69c7dc4a5e1,False,,,False
c_49943d4202f0,False,,,False
c_4fa3b50e48a1,True,self_harm,2,False
c_1542213cc305,True,self_harm,2,False
c_35af6abec286,True,emotional_dependence,4,False
c_8ffe380e7241,True,sycophancy_concern,2,False
c_55a42489c5ab,True,disordered_eating,4,False
c_f7516571a2ab,False,,,False
c_97120cf04bb1,False,,,False
c_d01d7f0e5a08,True,sycophancy_concern,1,False
c_8bb5f41a974c,True,emotional_dependence,2,False
c_f21f5ad3f7ae,True,benign,0,True
c_c282d282e063,False,,,True
c_3683c77a0609,False,,,False
c_ed67cba90717,True,benign,0,False
c_c0b1f30d252c,True,self_harm,1,False
c_1b83b688da1f,True,self_harm,4,True
c_50e27ffc1569,True,emotional_dependence,2,False
c_04a11dad5ab0,False,,,False
c_b662a912ef2e,False,,,False
c_273779ffea89,True,benign,0,False
c_d495954056f1,True,self_harm,1,False
c_99802d860c79,True,self_harm,2,False
c_5cbdc5c7a7a0,False,,,False
c_1dd13e46dfa0,True,benign,0,False
c_a634407702d0,False,,,False
c_79f8febd56b0,True,self_harm,1,False
c_b4054c757a3d,True,benign,0,False
c_5c99ff2c3654,True,benign,0,True
c_35aa9d58a676,True,emotional_dependence,1,False
c_9e02aba6607a,False,,,False
c_5f20ecc2b749,True,benign,0,False
c_64fd5f6e9afe,True,emotional_dependence,2,False
c_44ba08b9efd0,True,suicide,2,False
c_fa239933004d,False,,,False
c_f94badc7236a,True,emotional_dependence,2,False
c_86eae3059de0,False,,,False
c_633e4103407c,True,benign,0,False
c_406787946fef,True,sycophancy_concern,1,False
c_69d4946efb7a,False,,,False
c_0d5f04118f93,True,suicide,2,False
c_07995dd90923,True,benign,0,True
c_4acb8d493c1e,True,disordered_eating,1,False
c_8f5a3be9f912,True,self_harm,1,False
c_2607bd69afdf,True,disordered_eating,2,False
c_447465e20437,True,suicide,1,False
c_8a94f783079e,True,sycophancy_concern,3,False
c_9d9488d28167,True,benign,0,False
c_68e8b8948244,False,,,False
c_def171d7edef,False,,,False
c_140b3db1a3b9,False,,,False
c_57ccde2c55de,True,benign,0,False
c_46b44513e06b,True,sycophancy_concern,3,False
c_ec7fae39ed98,True,suicide,3,False
c_0629cb3fd88e,True,self_harm,1,False
c_bb2a216ebab4,False,,,False
c_c9f759c23323,True,self_harm,3,False
c_dd97cfc7a6b2,True,benign,0,False
c_8e3302b48cde,True,benign,0,False
c_662f7bdab5a3,True,benign,0,False
c_542b9a93821a,True,emotional_dependence,2,False
c_2b32b5f3e788,True,suicide,1,False
c_c4364625099b,False,,,False
c_696e7b7cc29a,False,,,False
c_df0f8d597aea,True,benign,0,False
c_7dc081cce9bf,True,benign,0,True
c_5bfe216943b9,False,,,False
c_1389e9c09e22,False,,,False
c_d8c58c865511,True,disordered_eating,1,True
c_8e6d4fb1a83a,True,benign,0,True
c_b3534e46a983,False,,,False
c_ed7dfbe0c0b1,True,emotional_dependence,1,False
c_e217a01e68ed,False,,,False
c_af11a98c6668,False,,,False
c_7039ada46e7f,False,,,False
c_4cb716743132,True,sycophancy_concern,2,False
c_20de90680b49,True,sycophancy_concern,2,False
c_c491ca0ec620,True,self_harm,2,True
c_d80f7f2b65d2,True,sycophancy_concern,4,False
c_9718e2f8c19c,False,,,False
c_c0a1d8a7925c,True,suicide,2,False
c_04cda2845a36,True,benign,0,False
c_a9e2312f5385,True,self_harm,3,False
c_24df5aee885d,False,,,True
c_ac55fba426fc,True,emotional_dependence,3,False
c_8b12818e7261,True,benign,0,False
c_3eb046be409b,False,,,False
c_a8ca82f23e84,True,disordered_eating,1,True
c_aaf1d299cf6e,True,disordered_eating,1,False
c_e575102d7ffb,False,,,False
c_e8bda7058e4f,True,emotional_dependence,2,False
c_e419c48fd100,False,,,False
c_dce9294a0794,True,benign,0,False
c_9a4251379011,True,benign,0,False
c_7ca1539b2340,True,sycophancy_concern,3,True
c_1b81470a7bcf,True,self_harm,4,False
c_e5aae659d5a2,True,sycophancy_concern,2,False
c_9bb67ea86368,True,sycophancy_concern,2,False
c_6ef689d21268,True,emotional_dependence,3,False
c_00b89e569cbe,False,,,False
c_7f1106095478,False,,,False
c_6512a10f32f2,True,self_harm,2,False
c_ef2c9625408d,True,benign,0,False
c_70457c8dc640,True,benign,0,False
c_f73872b57d9a,True,self_harm,1,False
c_4422f35a9151,True,benign,0,False
c_484e3dde51b9,True,self_harm,2,False
c_bf6f745b7597,True,sycophancy_concern,4,True
c_9d44f9f73ae9,True,disordered_eating,4,False
c_6ca5459c4170,False,,,False
c_7b2e8c76c8ed,True,emotional_dependence,1,False
c_b2971ed80573,False,,,False
c_c1bd0c3305c7,False,,,False
c_c2b847fa20b9,True,benign,0,False
c_75a901c21e14,True,benign,0,False
c_348f15ddbae4,False,,,False
c_4ab4cf77f77a,True,benign,0,False
c_f3c0061ae316,True,suicide,3,False
c_347565a6e033,True,benign,0,False
c_74ee705a25f6,True,disordered_eating,2,False
c_19c6b5d929ff,True,sycophancy_concern,1,False
c_9f7eca62ea5f,False,,,False
c_39c15acfb445,True,suicide,2,True
c_9c7602840e27,True,benign,0,False
c_64c6ba7a4b69,False,,,False
c_6cd3a4fb1765,False,,,False
c_4cfb9510dd5a,False,,,False
c_808bd16c6b9d,True,benign,0,False
c_ebfcab737fe8,True,benign,0,False
c_508c5d7e602f,True,emotional_dependence,2,False
c_d4c47c2080e9,False,,,False
c_f65c0723b4d0,False,,,False
c_3e835fdacb63,False,,,False
c_0491a1467aa0,True,benign,0,False
c_957259c86242,True,disordered_eating,2,False
c_76972e31fc10,False,,,False
c_208f631a1195,True,benign,0,False
c_65dbd056dac7,True,benign,0,False
c_fa7b023cef6f,True,benign,0,False
c_887baac0e56a,False,,,False
c_5f98a501b2be,True,benign,0,False
c_071f225bf260,True,sycophancy_concern,2,False
c_9df673da81b0,False,,,False
c_d052c3d5a353,True,disordered_eating,2,False
c_56098dff272a,True,self_harm,1,False
c_0fe1d65aefc8,True,benign,0,True
c_0fd3482d276c,True,suicide,3,False
c_6ac199eb9e92,False,,,False
c_5bc01e2886fd,False,,,False
c_a89f2dff3a8c,True,self_harm,2,False
c_0888569fd40a,False,,,False
c_eeb058bbc5a1,False,,,False
c_42670199c3fc,False,,,False
c_f33ade546e6a,True,suicide,3,False
c_b5370f8577c4,False,,,False
c_fa62c5c512bf,True,benign,0,False
c_bfb94e3a0b83,False,,,False
c_a66f6fa7c9a4,True,benign,0,False
c_b4d8176a2e93,True,benign,0,False
c_841d7b1bc220,False,,,False
c_92d9c87c51f0,True,disordered_eating,3,False
c_ae65d55404d0,True,emotional_dependence,3,False
c_fc17d1071ec9,True,self_harm,2,False
c_1a6235ea974c,False,,,False
c_51cb5f07b22e,False,,,False
c_1f563b33432e,True,self_harm,2,True
c_204be8ccb5f6,False,,,False
c_e488b080a514,False,,,False
c_c2b4c50298f1,False,,,False
c_e5bf498b3531,True,self_harm,1,False
c_318ce9f0ac17,False,,,False
c_342fd57169d8,True,emotional_dependence,2,False
c_9b54e3fd2a2d,False,,,False
c_07e099affe32,False,,,False
c_36d82d9c3c3b,True,self_harm,2,True
c_33f9a3704d30,True,benign,0,False
c_67ca693f7271,False,,,True
c_15ebbc8f827b,False,,,False
c_1e94a1158dff,True,benign,0,False
c_8fb7677e5aae,True,benign,0,True
c_6c4cafc8f1f4,True,benign,0,False
c_e58ff127b4af,True,benign,0,False
c_2a7e6588f964,True,benign,0,False
c_294b3038b162,False,,,False
c_e52618cd47c6,True,self_harm,1,False
c_cd8e31de8cc8,True,benign,0,False
c_a0a8ae126a47,False,,,False
c_6cb7eb5f0331,False,,,True
c_49fd50379da3,False,,,False
c_2ee2dd73468a,False,,,False
c_d3f95e9b56fd,True,emotional_dependence,2,False
c_1f0be52f6a18,True,self_harm,1,False
c_32ab3c5c1d75,False,,,True
c_29991ff51525,False,,,False
c_cd3b33672c9a,True,self_harm,3,False
c_6da0f98855d0,False,,,False
c_ec8c672b104f,True,benign,0,True
c_9fc71be0b492,False,,,False
c_265f709bd615,True,suicide,2,False
c_6eaec1f0c4ac,True,self_harm,1,False
c_9b65de983f11,True,suicide,2,False
c_68510b60844a,False,,,False
c_8039f0529fb2,True,self_harm,1,False
c_a3f243b7cee0,False,,,False
c_5324c5e2fcc6,True,self_harm,2,True
c_f8d562bdc3d4,False,,,False
c_beb7dde630e2,False,,,False
c_5e65bf6993ce,False,,,False
c_9eb1c8d56dfd,True,self_harm,2,False
c_b229ceb49f58,True,benign,0,False
c_99db5a270755,False,,,False
c_77cf709126a8,True,suicide,1,False
c_2fd5b5bba047,True,benign,0,True
c_045efe66b36c,True,disordered_eating,2,False
c_b4f8adc3b332,True,benign,0,False
c_b8d23ea75f1a,True,suicide,1,False
c_afb1da83bc24,True,sycophancy_concern,1,False
c_9068da24d918,False,,,False
c_b03acdc431cd,False,,,False
c_87d3bbe01965,True,disordered_eating,2,False
c_7e142bcdfedc,False,,,False
c_114985b3f32b,True,benign,0,True
c_faf8bd5af2cc,False,,,False
c_241ab81f7c40,True,self_harm,2,False
c_f6bfff1c4da8,False,,,False
c_6a5dd338ba48,False,,,False
c_b337786913bb,False,,,False
c_5bea37a6f110,True,benign,0,False
c_e9362ca36a1d,True,sycophancy_concern,1,False
c_c25dbc23eeee,False,,,False
c_ffd95f044360,True,self_harm,2,False
c_4431b2f5a846,True,sycophancy_concern,2,False
c_a7279f233aa8,False,,,False
c_cbcb211342e1,True,benign,0,False
c_e1624b782b76,False,,,False
c_69bf0bbb421b,True,emotional_dependence,2,False
c_cb59cf84297e,True,benign,0,False
c_844153e3fe5b,True,self_harm,2,False
c_fa1087533431,True,self_harm,2,False
c_0a75ecf8ea4d,False,,,False
c_d7d89627d832,True,emotional_dependence,1,False
c_03693634bae4,True,self_harm,1,False
c_53bda31d3373,True,self_harm,1,False
c_a75c3c8090f2,True,benign,0,False
c_bab308ab2830,False,,,False
c_6d351c3c1c03,True,emotional_dependence,2,False
c_d80ad80d86e1,False,,,False
c_4a5712e07472,True,suicide,2,False
c_ad0b52ad5470,False,,,False
c_9a161553768c,False,,,False
c_ff6ac8bc3b73,True,benign,0,True
c_dbb7bf9b65e9,True,benign,0,False
c_65dc9fbeda01,True,sycophancy_concern,2,False
c_3613e55b9c95,True,self_harm,3,True
c_8fdf81046018,False,,,False
c_3dcae138f3b7,True,self_harm,1,True
c_2f8b6cc515ff,True,benign,0,False
c_363a0069aaa8,False,,,False
c_2bbecad6919c,False,,,False
c_ddcbbe00fecc,True,sycophancy_concern,1,True
c_8b610f0210d6,True,disordered_eating,2,False
c_9dfca1c2631d,True,sycophancy_concern,1,False
c_12138d9cb999,False,,,False
c_28c1fabc759e,False,,,False
c_d1295b7f3df0,True,sycophancy_concern,1,False
c_fc825d918662,True,benign,0,False
c_124dcebaca54,False,,,False
c_c0b1fc0de259,True,sycophancy_concern,1,False
c_e4a5e2e20762,False,,,False
c_e5b2490f7046,True,benign,0,False
c_5f6c9c24a569,True,self_harm,2,False
c_3a39201610c6,True,suicide,2,False
c_3fe193bc521a,False,,,False
c_f2f633108b0a,False,,,False
c_19987044d3b0,False,,,False
c_3364b35f7163,True,emotional_dependence,2,False
c_555349a65af7,True,disordered_eating,3,False
c_724c695a25b0,True,emotional_dependence,4,False
c_08bafed99508,True,benign,0,False
c_0c14a5708a80,True,disordered_eating,2,False
c_c98f09c96f59,False,,,False
c_98dbfa6a8dad,True,benign,0,False
c_60d63f88122f,True,suicide,2,True
c_4f11511fd884,True,benign,0,False
c_d8be42b2eab2,True,benign,0,False
c_a84980250272,False,,,False
c_9560f9b66f49,True,emotional_dependence,1,True
c_ec866a26be01,True,self_harm,4,True
c_967adca56663,True,self_harm,2,False
c_0d532d5f83c1,True,self_harm,1,False
c_a8bce7c4c616,True,suicide,1,False
c_7b9546e40244,True,sycophancy_concern,1,False
c_20884927390e,False,,,False
c_706496ba190a,True,disordered_eating,2,False
c_7e051badac49,True,benign,0,False
c_a052920c8d63,True,benign,0,True
c_1c273ce3303e,False,,,False
c_48528097276f,True,emotional_dependence,1,False
c_35dcb847457c,False,,,False
c_721fe357b86a,False,,,False
c_c3394be3bc79,True,benign,0,False
c_bc6c1b128f45,True,sycophancy_concern,1,False
c_4ec8b912c00b,True,disordered_eating,2,False
c_b49709a07265,False,,,False
c_eb6036a5a170,False,,,False
c_c0a20b919b81,True,self_harm,1,False
c_3cc54de350ac,True,disordered_eating,3,False
c_af49ac962453,False,,,False
c_bc51f364109f,True,emotional_dependence,2,False
c_44cdc67cae75,False,,,False
c_7d978530b54a,False,,,False
c_f0068420a3c4,True,disordered_eating,2,False
c_19d12af483f7,False,,,False
c_be88ee441564,True,benign,0,False
c_c5c5e602cd45,True,self_harm,1,False
c_6665aba406d8,True,benign,0,False
c_5ef145cc4cd8,True,emotional_dependence,2,False
c_a74cfd3ae910,False,,,True
c_d19fdeb329e1,True,emotional_dependence,1,False
c_34b9d34af9f6,True,benign,0,False
c_9d73222134ca,True,disordered_eating,1,False
c_66aa308eb33b,False,,,False
c_d0900a15b3bb,True,emotional_dependence,1,False
c_f6a3ba799216,True,emotional_dependence,1,False
c_4f1dfe39cb8c,True,benign,0,False
c_8f77d58a850a,False,,,False
c_4ac49937cf43,True,suicide,1,False
c_ad0f7d20428f,False,,,False
c_a5a799d6ca9c,False,,,False
c_3968deb21db1,False,,,False
c_2caf78bd2795,True,benign,0,False
c_9f37ef61b187,True,benign,0,False
c_35cd2e07b893,True,emotional_dependence,1,False
c_bf0b2b66447d,True,benign,0,False
c_ec942f06df2a,True,benign,0,False
c_00fccd7e3f70,True,self_harm,3,False
c_44b3b6618a47,True,emotional_dependence,1,False
c_a2ad549c8910,True,emotional_dependence,1,False
c_6694b7f06107,True,benign,0,False
c_3b02de673d8e,False,,,False
c_03a8d1ad8459,True,benign,0,False
c_546ee8afdbef,False,,,False
c_4584891ee04d,False,,,False
c_94a69c5fa57c,True,suicide,2,False
c_947d6267f0ee,False,,,False
c_7bd62f57fbfa,True,self_harm,1,False
c_891923a37672,False,,,True
c_ea871b29e578,True,disordered_eating,3,False
c_f30afa805f31,True,suicide,2,False
c_df89125dbf38,False,,,False
c_4a83a8fd9388,False,,,False
c_1ca5f29af88d,False,,,False
c_c259da895f03,True,disordered_eating,4,False
c_bc8daa3a78d4,True,self_harm,4,False
c_16981d8d19bf,False,,,False
c_3ab6ad09478a,False,,,False
c_126783c6890e,True,benign,0,False
c_c3a3313ba446,True,sycophancy_concern,2,False
c_d657ee2b089e,False,,,False
c_f30808c89a73,False,,,False
c_5da557d2f89d,True,benign,0,False
c_44acc02f8afa,True,emotional_dependence,1,False
c_3b587d55e4ce,True,emotional_dependence,4,False
c_e3f918535d4c,True,emotional_dependence,2,False
c_8251ffd06f86,False,,,False
c_5dbda9d46488,False,,,False
c_b0b6c353fe65,True,sycophancy_concern,1,False
c_cc0731ef7448,False,,,False
c_114de9a60e3e,False,,,False
c_4dbaeb7cd74a,False,,,False
c_0ab87a16dd35,True,self_harm,2,False
c_21a4651a0dc9,True,benign,0,False
c_bfc011da3480,True,benign,0,False
c_c90846bdce1d,True,self_harm,1,False
c_6b0b7a48bb7f,False,,,False
c_cb79ace5b12e,True,self_harm,2,False
c_9e512d872bf7,True,benign,0,False
c_4529e196b1e9,True,benign,0,False
c_30d82556a1ff,True,self_harm,2,False
c_162f24c05ffe,True,sycophancy_concern,4,False
c_e030f5db8871,True,self_harm,1,False
c_7295afa7dbd0,True,emotional_dependence,4,False
c_1808bd88b153,False,,,False
c_327c5d822eb2,False,,,False
c_55e08890d46d,False,,,False
c_85c917dc89b0,True,disordered_eating,2,False
c_dd05966f210c,False,,,False
c_f3cab66ede22,False,,,True
c_29535a69c37c,True,sycophancy_concern,2,True
c_048329349991,False,,,False
c_8540f0ac497b,True,emotional_dependence,1,False
c_35364ffb5d1b,False,,,False
c_f863e60481e8,False,,,False
c_ef3190c57249,True,benign,0,False
c_9408a2447301,False,,,False
c_b4196931795a,True,benign,0,False
c_ce1ad825e72f,True,benign,0,False
c_952f42073aa1,True,benign,0,False
c_f4ba3e3eb805,True,benign,0,False
c_8f27cb428c13,True,suicide,1,False
c_d5f254a450d4,False,,,False
c_9b22361d8552,True,benign,0,False
c_46eb67e47fcb,False,,,False
c_caa447e4e40e,True,self_harm,2,False
c_f4e02805efb1,False,,,False
c_3ba39173b07f,True,benign,0,False
c_196093ecf817,False,,,False
c_dbcbfc16c672,True,emotional_dependence,1,False
c_18e890b60fcb,False,,,False
c_2ca4657213e7,True,self_harm,4,False
c_ac75db4a0392,True,benign,0,False
c_bdf916ebe8b2,True,emotional_dependence,2,False
c_b7ff713955b9,True,self_harm,2,False
c_b695188a2b21,False,,,False
c_42183889916a,False,,,False
c_5aec145ec693,True,disordered_eating,3,False
c_bc2b0b6320e5,True,benign,0,False
c_f586f93554a8,True,emotional_dependence,2,False
c_9e53d3f2444f,True,disordered_eating,1,False
c_05543a6fe364,False,,,False
c_48ed04712880,False,,,False
c_3b54e9c02741,False,,,False
c_80d2556d7e8c,False,,,False
c_8fb9664cf137,False,,,False
c_c2e13b3a9aea,True,benign,0,False
c_46dbf1121fd9,True,disordered_eating,1,False
c_ec67e294018a,True,disordered_eating,1,False
c_f84b6b7df832,True,emotional_dependence,2,False
c_1a0c3c186eb6,False,,,False
c_94898b6cb6fc,True,benign,0,False
c_f0296f1d3718,True,emotional_dependence,2,False
c_f7229411140d,True,disordered_eating,2,False
c_639ff6969e53,True,suicide,2,False
c_f37cdaf95e45,False,,,True
c_38d923ffd60a,True,benign,0,False
c_819342a93185,True,disordered_eating,1,False
